HTID	WWE Novel ID	Title	Author	Hand / Auto?
mdp.39015011054155	1	The Demolished Man	Alfred Bester	Both
mdp.39015012120492	1	The Demolished Man	Alfred Bester	Both
mdp.39015023453395	1	The Demolished Man	Alfred Bester	Both
uc1.32106002161526	1	The Demolished Man	Alfred Bester	Both
uc1.32106014483108	4	The Big Time	Fritz Leiber	Both
mdp.39015013534014	5	A Case of Conscience	James Blish	Both
mdp.39015038900125	5	A Case of Conscience	James Blish	Both
uc1.32106012870439	5	A Case of Conscience	James Blish	Both
mdp.39015038922574	6	Starship Troopers	Robert A. Heinlein	Both
pst.000066152552	6	Starship Troopers	Robert A. Heinlein	Both
uc1.32106011196133	6	Starship Troopers	Robert A. Heinlein	Both
mdp.39015000611528	7	A Canticle for Leibowitz	Walter M. Miller, Jr.	Auto
pst.000013669980	7	A Canticle for Leibowitz	Walter M. Miller, Jr.	Both
pst.000028922933	7	A Canticle for Leibowitz	Walter M. Miller, Jr.	Auto
mdp.39015003922005	8	Stranger in a Strange Land	Robert A. Heinlein	Both
mdp.39015008817374	8	Stranger in a Strange Land	Robert A. Heinlein	Both
mdp.39015020677434	9	The Man in the High Castle	Philip K. Dick	Both
mdp.39015079288901	9	The Man in the High Castle	Philip K. Dick	Both
mdp.39015020680917	10	Way Station	Clifford D. Simak	Both
uc1.32106012732845	10	Way Station	Clifford D. Simak	Both
mdp.39015003899278	11	The Wanderer	Fritz Leiber	Both
mdp.49015000995796	11	The Wanderer	Fritz Leiber	Both
pst.000003801734	11	The Wanderer	Fritz Leiber	Both
mdp.39015000363344	12	This Immortal	Roger Zelazny	Both
mdp.39015012178250	12	This Immortal	Roger Zelazny	Both
mdp.49015003071447	13	Dune	Frank Herbert	Both
pst.000011824909	13	Dune	Frank Herbert	Both
pst.000027233412	13	Dune	Frank Herbert	Both
mdp.39015010450529	14	The Moon is a Harsh Mistress	Robert A. Heinlein	Both
mdp.39015040086160	14	The Moon is a Harsh Mistress	Robert A. Heinlein	Both
mdp.39015046792886	14	The Moon is a Harsh Mistress	Robert A. Heinlein	Auto
mdp.39076000545603	14	The Moon is a Harsh Mistress	Robert A. Heinlein	Both
uc1.32106005369621	14	The Moon is a Harsh Mistress	Robert A. Heinlein	Both
mdp.39015008045489	15	Lord of Light	Roger Zelazny	Both
mdp.39015008978879	15	Lord of Light	Roger Zelazny	Both
mdp.39015046407733	15	Lord of Light	Roger Zelazny	Both
mdp.49015000757501	15	Lord of Light	Roger Zelazny	Both
mdp.39015013285799	16	Stand on Zanzibar	John Brunner	Both
uc1.32106012964034	16	Stand on Zanzibar	John Brunner	Both
uc1.b3472504	16	Stand on Zanzibar	John Brunner	Both
mdp.39015052467530	17	The Left Hand of Darkness	Ursula K. Le Guin	Both
uc1.32106008754829	17	The Left Hand of Darkness	Ursula K. Le Guin	Both
uc1.32106013536211	17	The Left Hand of Darkness	Ursula K. Le Guin	Both
mdp.49015000722596	18	Ringworld	Larry Niven	Both
pst.000029273768	18	Ringworld	Larry Niven	Both
uc1.32106012582976	18	Ringworld	Larry Niven	Both
uc1.32106013677395	18	Ringworld	Larry Niven	Both
mdp.39015020695519	19	To Your Scattered Bodies Go	Philip José Farmer	Both
mdp.49015000679887	19	To Your Scattered Bodies Go	Philip José Farmer	Both
uva.x000100863	19	To Your Scattered Bodies Go	Philip José Farmer	Hand
mdp.39015020729649	20	The Gods Themselves	Isaac Asimov	Both
uc1.32106012964117	21	Rendezvous with Rama	Arthur C. Clarke	Both
mdp.39015000244775	22	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	Both
mdp.39015010418294	22	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	Both
mdp.39015024079264	22	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	Both
uc1.32106017346385	22	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	Hand
inu.39000002565559	23	The Forever War	Joe Haldeman	Both
mdp.39015003665547	23	The Forever War	Joe Haldeman	Both
mdp.39015002662453	24	Where Late the Sweet Birds Sang	Kate Wilhelm	Both
mdp.49015000614561	24	Where Late the Sweet Birds Sang	Kate Wilhelm	Both
uc1.b3860548	24	Where Late the Sweet Birds Sang	Kate Wilhelm	Both
inu.39000002610124	25	Gateway	Frederik Pohl	Both
mdp.49015000610437	25	Gateway	Frederik Pohl	Both
uc1.32106017949246	25	Gateway	Frederik Pohl	Both
uc1.b4951323	26	Dreamsnake	Vonda N. McIntyre	Both
mdp.39015008380167	27	The Fountains of Paradise	Arthur C. Clarke	Both
mdp.39015054075612	27	The Fountains of Paradise	Arthur C. Clarke	Both
mdp.39015005184638	28	The Snow Queen	Joan D. Vinge	Both
mdp.39015007015038	29	Downbelow Station	C. J. Cherryh	Both
mdp.39015007068235	30	Foundation's Edge	Isaac Asimov	Both
inu.39000013061622	31	Startide Rising	David Brin	Both
mdp.39015025286538	31	Startide Rising	David Brin	Both
pst.000022355218	32	Neuromancer	William Gibson	Both
mdp.39015055883048	33	Ender's Game	Orson Scott Card	Both
mdp.39015056469367	38	The Vor Game	Lois McMaster Bujold	Both
mdp.39015056223574	39	Barrayar	Lois McMaster Bujold	Both
mdp.39015056268603	42	Mirror Dance	Lois McMaster Bujold	Both
mdp.39015057976790	43	The Diamond Age	Neal Stephenson	Both
mdp.39015053774355	45	Forever Peace	Joe Haldeman	Both
uc1.32106018321726	45	Forever Peace	Joe Haldeman	Both
mdp.39015032764527	52	Doomsday Book	Connie Willis	Both
mdp.39015027254021	53	Farmer in the Sky	Robert A. Heinlein	Both
pst.000061768444	53	Farmer in the Sky	Robert A. Heinlein	Both
uc1.32106002114335	53	Farmer in the Sky	Robert A. Heinlein	Both
uiug.30112112425621	53	Farmer in the Sky	Robert A. Heinlein	Hand
mdp.39015059964455	54	Blind Lake	Robert Charles Wilson	Both
mdp.39015054285773	61	The Years of Rice and Salt	Kim Stanley Robinson	Both
mdp.39015053767052	65	Passage	Connie Willis	Both
mdp.39015047519965	74	Children of God	Mary Doria Russell	Both
mdp.39015047866861	80	The Rise of Endymion	Dan Simmons	Both
uc1.32106016178466	81	Holy Fire	Bruce Sterling	Both
mdp.49015002042985	90	Brittle Innings	Michael Bishop	Both
mdp.39015062115905	96	Virtual Light	William Gibson	Both
uc1.32106017384188	96	Virtual Light	William Gibson	Both
mdp.39015052398552	99	Steel Beach	John Varley	Both
uc1.32106010189048	99	Steel Beach	John Varley	Both
mdp.39015053774348	102	Stations of the Tide	Michael Swanwick	Both
uc1.32106015381764	102	Stations of the Tide	Michael Swanwick	Both
uc1.32106010337274	111	Grass	Sheri S. Tepper	Both
mdp.49015003071512	113	Falling Free	Lois McMaster Bujold	Both
uc1.32106016538131	113	Falling Free	Lois McMaster Bujold	Both
pst.000019919287	115	Islands in the Net	Bruce Sterling	Both
mdp.39015025155139	116	Mona Lisa Overdrive	William Gibson	Both
pst.000061659551	121	When Gravity Fails	George Alec Effinger	Both
mdp.39015056248365	126	The Mount	Carol Emshwiller	Auto
mdp.39015053391911	130	The Other Wind	Ursula K. Le Guin	Both
pst.000066034483	130	The Other Wind	Ursula K. Le Guin	Both
mdp.39015049524674	134	The Collapsium	Wil McCarthy	Auto
mdp.39015054095784	138	A Storm of Swords	George R. R. Martin	Both
mdp.39015046463629	146	A Clash of Kings	George R. R. Martin	Both
uc1.32106014870445	148	Mockingbird	Sean Stewart	Auto
uc1.32106014065673	153	The Moon and the Sun	Vonda N. McIntyre	Auto
uc1.32106013799322	156	City on Fire	Walter Jon Williams	Both
mdp.39015050507618	157	A Game of Thrones	George R. R. Martin	Both
mdp.39015034242647	172	Temporary Agency	Rachel Pollack	Auto
uc1.32106017384022	179	Sarah Canary	Karen Joy Fowler	Both
mdp.39015025219471	180	The Difference Engine	William Gibson & Bruce Sterling	Both
uc1.32106017218352	182	Synners	Pat Cadigan	Both
mdp.39015015177796	184	Mary Reilly	Valerie Martin	Auto
pst.000048593977	184	Mary Reilly	Valerie Martin	Auto
mdp.39015018454788	185	Only Begotten Daughter	James Morrow	Auto
pst.000021664502	186	Redshift Rendezvous	John E. Stith	Auto
uc1.b4361892	188	The Healer's War	Elizabeth Ann Scarborough	Auto
mdp.39015019595399	194	Great Sky River	Gregory Benford	Both
mdp.39015060663583	201	The Handmaid's Tale	Margaret Atwood	Both
pst.000013408435	201	The Handmaid's Tale	Margaret Atwood	Both
pst.000064238685	201	The Handmaid's Tale	Margaret Atwood	Both
mdp.39015034396237	203	This is the Way the World Ends	James Morrow	Both
pst.000015473615	203	This is the Way the World Ends	James Morrow	Auto
mdp.39015019395782	204	Blood Music	Greg Bear	Both
uc1.32106008705854	204	Blood Music	Greg Bear	Both
mdp.39015020770437	206	Helliconia Winter	Brian W. Aldiss	Hand
uc1.b3739771	206	Helliconia Winter	Brian W. Aldiss	Hand
mdp.39015021474286	207	The Postman	David Brin	Both
mdp.49015000014390	207	The Postman	David Brin	Both
mdp.39015008096565	211	The Integral Trees	Larry Niven	Both
inu.30000112137678	212	Job: A Comedy of Justice	Robert A. Heinlein	Auto
uc1.32106010566989	212	Job: A Comedy of Justice	Robert A. Heinlein	Both
mdp.39015020750835	214	The Wild Shore	Kim Stanley Robinson	Both
mdp.39015004265453	215	Against Infinity	Gregory Benford	Both
mdp.39015005310704	216	The Citadel of the Autarch	Gene Wolfe	Both
mdp.39015005688661	217	Lyonesse: Suldrun's Garden	Jack Vance	Hand
pst.000026013343	217	Lyonesse: Suldrun's Garden	Jack Vance	Hand
uc1.b4950843	219	The Void Captain's Tale	Norman Spinrad	Both
mdp.39015004038751	220	No Enemy But Time	Michael Bishop	Both
mdp.49015000553447	220	No Enemy But Time	Michael Bishop	Both
pst.000021808838	220	No Enemy But Time	Michael Bishop	Both
mdp.39015049498192	221	Friday	Robert A. Heinlein	Both
pst.000033233420	221	Friday	Robert A. Heinlein	Both
umn.31951001411257t	221	Friday	Robert A. Heinlein	Both
mdp.39015020770445	222	Helliconia Spring	Brian W. Aldiss	Hand
uc1.32106018261096	222	Helliconia Spring	Brian W. Aldiss	Hand
mdp.39015005906303	225	The Claw of the Conciliator	Gene Wolfe	Both
mdp.49015000753567	225	The Claw of the Conciliator	Gene Wolfe	Both
mdp.39015006579224	226	Little, Big	John Crowley	Both
mdp.49015000719303	227	The Many-Colored Land	Julian May	Both
pst.000013792183	227	The Many-Colored Land	Julian May	Auto
mdp.39015011267476	228	Radix	A. A. Attanasio	Both
mdp.39015002968892	229	Riddley Walker	Russell Hoban	Both
mdp.39015050153272	229	Riddley Walker	Russell Hoban	Both
pst.000068300722	229	Riddley Walker	Russell Hoban	Both
mdp.39015008806955	231	Timescape	Gregory Benford	Both
uc1.31822023310097	231	Timescape	Gregory Benford	Both
uc1.32106009996627	231	Timescape	Gregory Benford	Both
inu.39000001892814	232	Beyond the Blue Event Horizon	Frederik Pohl	Both
mdp.39015056877460	232	Beyond the Blue Event Horizon	Frederik Pohl	Both
mdp.49015002982867	232	Beyond the Blue Event Horizon	Frederik Pohl	Both
pst.000021680403	232	Beyond the Blue Event Horizon	Frederik Pohl	Both
uc1.32106006133588	232	Beyond the Blue Event Horizon	Frederik Pohl	Both
mdp.39015008979778	234	The Shadow of the Torturer	Gene Wolfe	Both
mdp.39015000684780	236	Juniper Time	Kate Wilhelm	Both
uc1.b4951772	237	On Wings of Song	Thomas M. Disch	Both
mdp.39015052543298	238	The Road to Corlay	Richard Cowper	Auto
mdp.39015011815134	239	Titan	John Varley	Both
mdp.39015037402719	240	Blind Voices	Tom Reamy	Both
mdp.39015056818126	240	Blind Voices	Tom Reamy	Auto
uva.x000882738	241	The Faded Sun: Kesrith	C. J. Cherryh	Both
mdp.39015005516904	242	Kalki	Gore Vidal	Auto
uc1.b3862874	243	Strangers	Gardner Dozois	Both
uc1.b4430797	244	Cirque: A Novel of the Far Future	Terry Carr	Both
mdp.39015042857329	245	In the Ocean of Night	Gregory Benford	Both
uc1.32106002161021	245	In the Ocean of Night	Gregory Benford	Both
mdp.39015056801965	247	Sword of the Demon	Richard A. Lupoff	Auto
pst.000007408465	247	Sword of the Demon	Richard A. Lupoff	Auto
uc1.b3884191	248	Man Plus	Frederik Pohl	Both
mdp.39015006577822	249	Inferno	Larry Niven & Jerry Pournelle	Both
mdp.39015009101505	249	Inferno	Larry Niven & Jerry Pournelle	Both
mdp.39015009287676	252	Triton	Samuel R. Delany	Both
uc1.32106008842756	252	Triton	Samuel R. Delany	Both
mdp.39015058394282	255	The Computer Connection	Alfred Bester	Both
uva.x001465758	256	Dhalgren	Samuel R. Delany	Both
mdp.39015034647167	257	Doorways in the Sand	Roger Zelazny	Both
mdp.39015025116180	258	The Embedding	Ian Watson	Both
pst.000005477456	258	The Embedding	Ian Watson	Both
uc1.$b395382	258	The Embedding	Ian Watson	Both
uc1.b4355109	259	The Exile Waiting	Vonda N. McIntyre	Both
mdp.39015047597136	260	The Female Man	Joanna Russ	Both
mdp.39015040110978	263	The Heritage of Hastur	Marion Zimmer Bradley	Both
uva.x000884459	263	The Heritage of Hastur	Marion Zimmer Bradley	Both
mdp.39015005896322	264	Invisible Cities	Italo Calvino	Auto
uc1.32106018320967	265	A Midsummer Tempest	Poul Anderson	Both
mdp.39015008543426	267	The Mote in God's Eye	Larry Niven & Jerry Pournelle	Both
mdp.39015012212620	267	The Mote in God's Eye	Larry Niven & Jerry Pournelle	Both
mdp.39015049544763	267	The Mote in God's Eye	Larry Niven & Jerry Pournelle	Both
mdp.39015062115814	268	Ragtime	E. L. Doctorow	Auto
mdp.39015064984092	268	Ragtime	E. L. Doctorow	Auto
uc1.32106015358481	268	Ragtime	E. L. Doctorow	Auto
mdp.39015005004877	270	334	Thomas M. Disch	Both
mdp.39015007043337	271	Flow My Tears, the Policeman Said	Philip K. Dick	Both
mdp.39015066065254	273	Gravity's Rainbow	Thomas Pynchon	Auto
mdp.49015002499623	273	Gravity's Rainbow	Thomas Pynchon	Auto
pst.000022631671	273	Gravity's Rainbow	Thomas Pynchon	Auto
uc1.32106008680123	273	Gravity's Rainbow	Thomas Pynchon	Auto
mdp.49015000682998	274	The Man Who Folded Himself	David Gerrold	Both
uc1.32106010984570	276	Time Enough for Love	Robert A. Heinlein	Both
mdp.39015010912247	277	The Book of Skulls	Robert Silverberg	Both
mdp.39015008587365	279	The Iron Dream	Norman Spinrad	Both
mdp.39015019165045	280	The Sheep Look Up	John Brunner	Both
mdp.49015001026310	280	The Sheep Look Up	John Brunner	Both
uva.x004766030	280	The Sheep Look Up	John Brunner	Both
mdp.39015022652468	281	What Entropy Means to Me	George Alec Effinger	Both
mdp.39015000654106	282	When Harlie Was One	David Gerrold	Both
mdp.39015023544888	282	When Harlie Was One	David Gerrold	Both
uc1.$b404260	285	The Devil Is Dead	R. A. Lafferty	Both
mdp.39015002289877	287	The Lathe of Heaven	Ursula K. Le Guin	Both
mdp.39015002756073	289	And Chaos Died	Joanna Russ	Both
pst.000012674534	291	The Steel Crocodile	D. G. Compton	Both
mdp.39015005648749	293	The Year of the Quiet Sun	Wilson Tucker	Both
mdp.39015062108892	294	Double Star	Robert A. Heinlein	Both
uc1.32106006207622	294	Double Star	Robert A. Heinlein	Both
mdp.39015035342586	295	Have Space Suit - Will Travel	Robert A. Heinlein	Both
mdp.39015074269179	295	Have Space Suit - Will Travel	Robert A. Heinlein	Both
mdp.39015016450150	298	Who?	Algis Budrys	Both
mdp.39015011820779	299	Dorsai!	Gordon R. Dickson	Both
mdp.39015002582594	301	The Sirens of Titan	Kurt Vonnegut, Jr.	Auto
mdp.39076001543219	301	The Sirens of Titan	Kurt Vonnegut, Jr.	Auto
pst.000029136407	301	The Sirens of Titan	Kurt Vonnegut, Jr.	Both
osu.32435055415434	302	Brain Twister	Mark Phillips	Both
mdp.49015000617523	303	Deathworld 1	Harry Harrison	Hand
mdp.39015013291961	304	The High Crusade	Poul Anderson	Both
osu.32435053061628	304	The High Crusade	Poul Anderson	Both
umn.319510023976924	304	The High Crusade	Poul Anderson	Both
mdp.39015007036448	305	Rogue Moon	Algis Budrys	Both
pst.000068149222	305	Rogue Moon	Algis Budrys	Both
uc1.b3885961	305	Rogue Moon	Algis Budrys	Both
uc1.b4421507	305	Rogue Moon	Algis Budrys	Both
mdp.39015014854346	306	Venus Plus X	Theodore Sturgeon	Both
mdp.39015022220084	306	Venus Plus X	Theodore Sturgeon	Hand
uc1.32106012469810	306	Venus Plus X	Theodore Sturgeon	Both
mdp.39015002174384	308	Time Is the Simplest Thing	Clifford D. Simak	Both
pst.000021921872	308	Time Is the Simplest Thing	Clifford D. Simak	Both
osu.32435053311874	310	Planet of the Damned	Harry Harrison	Both
mdp.39015020680461	311	A Fall of Moondust	Arthur C. Clarke	Both
osu.32435055416200	312	Little Fuzzy	H. Beam Piper	Both
mdp.39015002691262	313	The Sword of Aldones	Marion Zimmer Bradley	Both
uc1.b3751296	314	Sylva	Vercors	Hand
mdp.49015002517150	315	Cat's Cradle	Kurt Vonnegut, Jr.	Both
mdp.39015049645875	317	Glory Road	Robert A. Heinlein	Both
mdp.49015001415927	317	Glory Road	Robert A. Heinlein	Both
uc1.32106002114350	317	Glory Road	Robert A. Heinlein	Both
inu.39000000059332	318	Witch World	Andre Norton	Both
mdp.39015014695517	319	Davy	Edgar Pangborn	Both
mdp.39015014166568	321	The Whole Man	John Brunner	Both
uc1.b3472503	321	The Whole Man	John Brunner	Both
mdp.39015014859287	322	Skylark DuQuesne	E. E. "Doc" Smith	Auto
mdp.39015066688824	322	Skylark DuQuesne	E. E. "Doc" Smith	Both
mdp.39015016450234	323	The Squares of the City	John Brunner	Both
mdp.39015005320745	324	Babel-17	Samuel R. Delany	Both
mdp.39015000670789	326	Flowers for Algernon	Daniel Keyes	Both
mdp.39015040597794	326	Flowers for Algernon	Daniel Keyes	Both
mdp.39015020063304	331	The Einstein Intersection	Samuel R. Delany	Both
mdp.39015020142249	331	The Einstein Intersection	Samuel R. Delany	Both
uc1.b3862883	331	The Einstein Intersection	Samuel R. Delany	Both
mdp.39015010537812	332	Thorns	Robert Silverberg	Both
mdp.39015024079447	333	The Goblin Reservation	Clifford D. Simak	Both
inu.30000081157426	334	Nova	Samuel R. Delany	Both
mdp.39015014448818	334	Nova	Samuel R. Delany	Both
mdp.39015017666408	335	Past Master	R. A. Lafferty	Both
mdp.39015025812895	335	Past Master	R. A. Lafferty	Both
mdp.39015005228997	336	Rite of Passage	Alexei Panshin	Auto
mdp.39015011016881	336	Rite of Passage	Alexei Panshin	Both
mdp.39015043511941	336	Rite of Passage	Alexei Panshin	Auto
mdp.39015011534206	337	Bug Jack Barron	Norman Spinrad	Both
mdp.49015000528704	337	Bug Jack Barron	Norman Spinrad	Auto
uc1.32106002188628	337	Bug Jack Barron	Norman Spinrad	Auto
mdp.39015064686804	339	Slaughterhouse - Five	Kurt Vonnegut, Jr.	Auto
pst.000027734902	339	Slaughterhouse - Five	Kurt Vonnegut, Jr.	Both
mdp.39015011886747	342	Tau Zero	Poul Anderson	Both
mdp.39015012435791	342	Tau Zero	Poul Anderson	Both
pst.000012745173	342	Tau Zero	Poul Anderson	Both
mdp.39015020724129	343	Dragonquest	Anne McCaffrey	Both
mdp.39015015390787	346	A Choice of Gods	Clifford D. Simak	Both
mdp.39015002154931	347	There Will Be Time	Poul Anderson	Both
mdp.39015056811675	350	The Inverted World	Christopher Priest	Both
uc1.32106007171835	351	Children of Dune	Frank Herbert	Both
mdp.39015013260727	353	Dying of the Light	George R. R. Martin	Both
mdp.39015005343515	354	The Forbidden Tower	Marion Zimmer Bradley	Both
uva.x000884413	354	The Forbidden Tower	Marion Zimmer Bradley	Both
mdp.49015002834613	357	Up the Walls of the World	James Tiptree, Jr.	Both
mdp.39015028704974	358	The White Dragon	Anne McCaffrey	Both
pst.000018854527	359	Harpist in the Wind	Patricia A. McKillip	Auto
mdp.39015001367005	360	Lord Valentine's Castle	Robert Silverberg	Both
mdp.39015020711092	360	Lord Valentine's Castle	Robert Silverberg	Both
inu.39000001892806	361	The Ringworld Engineers	Larry Niven	Both
mdp.39015062063618	361	The Ringworld Engineers	Larry Niven	Both
mdp.39015005888097	362	Wizard	John Varley	Both
uc1.32106009095875	362	Wizard	John Varley	Both
mdp.39015005498442	363	Project Pope	Clifford D. Simak	Both
uc1.b3860560	363	Project Pope	Clifford D. Simak	Both
uc1.31822007175888	364	2010: Odyssey Two	Arthur C. Clarke	Hand
mdp.39015005888105	365	Courtship Rite	Donald Kingsbury	Both
mdp.39015019434276	366	The Pride of Chanur	C. J. Cherryh	Both
mdp.39015005389245	367	Millennium	John Varley	Both
mdp.39015046831189	369	The Robots of Dawn	Isaac Asimov	Both
mdp.39015019407355	370	Emergence	David R. Palmer	Both
mdp.39015019815037	371	The Peace War	Vernor Vinge	Both
uva.x000869018	372	Cuckoo's Egg	C. J. Cherryh	Both
mdp.39015060593897	379	Natural History	Justina Robson	Both
mdp.39015058239735	380	Omega	Jack McDevitt	Both
mdp.39015057639042	381	The X President	Philip E. Baruth	Both
uva.x004699390	383	The Changeling Plague	Syne Mitchell	Auto
mdp.39015056665758	385	Darwin's Children	Greg Bear	Both
inu.30000100422017	386	Jennifer Government	Max Barry	Both
mdp.39015054090678	386	Jennifer Government	Max Barry	Hand
uva.x004684059	388	Red Thunder	John Varley	Both
mdp.39015054119980	400	Vitals	Greg Bear	Both
pst.000053740809	400	Vitals	Greg Bear	Both
mdp.39015060886655	410	Pashazade: The First Arabesk	Jon Courtenay Grimwood	Auto
mdp.39015060658997	411	Market Forces	Richard K. Morgan	Both
mdp.39015058015028	413	The Time Traveler's Wife	Audrey Niffenegger	Both
mdp.39015038555903	421	The Sparrow	Mary Doria Russell	Both
mdp.39015025251706	425	Sideshow	Sheri S. Tepper	Both
uc1.32106014600396	428	The Silicon Man	Charles Platt	Auto
inu.30000096455823	437	A Door into Ocean	Joan Slonczewski	Auto
mdp.39015032584073	437	A Door into Ocean	Joan Slonczewski	Both
mdp.39015013336444	441	Green Eyes	Lucius Shepard	Both
mdp.39015008261987	442	The Birth of the People's Republic of Antarctica	John Calvin Batchelor	Both
mdp.39015013234516	445	Engine Summer	John Crowley	Both
mdp.39015003464321	446	The Unlimited Dream Company	J. G. Ballard	Both
uc1.b4948687	446	The Unlimited Dream Company	J. G. Ballard	Both
mdp.39015000595333	449	Altered States	Paddy Chayefsky	Auto
uc1.b4381472	449	Altered States	Paddy Chayefsky	Auto
mdp.39015050156861	450	Roadside Picnic	Arkady Strugatsky & Boris Strugatsky	Hand
pst.000013229535	451	A Scanner Darkly	Philip K. Dick	Hand
uc1.32106018973146	451	A Scanner Darkly	Philip K. Dick	Both
mdp.39015013416261	452	The Alteration	Kingsley Amis	Both
mdp.39015002335092	454	Malevil	Robert Merle	Auto
mdp.39015011703579	454	Malevil	Robert Merle	Auto
uc1.b3590241	454	Malevil	Robert Merle	Auto
uva.x001339938	454	Malevil	Robert Merle	Auto
mdp.39015011307512	457	The Listeners	James E. Gunn	Auto
mdp.39015056817003	459	Altered Carbon	Richard K. Morgan	Both
mdp.39015049990735	470	Ship of Fools	Richard Paul Russo	Both
mdp.39015053382951	473	The Ghost Sister	Liz Williams	Auto
mdp.39015056430369	475	Meet Me in the Moon Room	Ray Vukcevich	Auto
mdp.39015047717866	489	Brown Girl in the Ring	Nalo Hopkinson	Both
uc1.32106015428078	492	The Troika	Stepan Chapman	Auto
mdp.49015002498468	494	Carlucci's Heart	Richard Paul Russo	Both
mdp.39015034865298	507	Mysterium	Robert Charles Wilson	Both
mdp.49015002141738	507	Mysterium	Robert Charles Wilson	Both
mdp.39015031816617	508	Inagehi	Jack Cady	Auto
mdp.39015032715024	508	Inagehi	Jack Cady	Auto
mdp.39015033978027	509	RIM: A Novel of Virtual Reality	Alexander Besher	Both
uc1.32106013034282	522	Take Back Plenty	Colin Greenland	Both
inu.30000027138738	532	Subterranean Gallery	Richard Paul Russo	Both
uc1.b4973130	548	Life During Wartime	Lucius Shepard	Both
uva.x006143705	562	The Anubis Gates	Tim Powers	Auto
dul1.ark:/13960/t5z65qh83	571	Waiting for the Barbarians	J. M. Coetzee	Auto
mdp.39015046825447	571	Waiting for the Barbarians	J. M. Coetzee	Auto
uva.x006136330	571	Waiting for the Barbarians	J. M. Coetzee	Auto
mdp.39015059134919	572	Iron Council	China Miéville	Both
mdp.39015060121780	584	Light	M. John Harrison	Both
uva.x004956498	589	Silver Screen	Justina Robson	Auto
mdp.39015041543078	595	Time on My Hands: A Novel with Photographs	Peter Delacorte	Hand
uc1.32106013752057	598	Glimmering	Elizabeth Hand	Both
mdp.39015041612725	601	The Calcutta Chromosome	Amitav Ghosh	Both
mdp.39015034258619	602	The Engines of God	Jack McDevitt	Both
mdp.39015032235858	607	Happy Policeman	Patricia Anthony	Both
uc1.32106014290040	609	Fools	Pat Cadigan	Both
mdp.39015032093240	617	Snow Crash	Neal Stephenson	Auto
mdp.39015054091841	617	Snow Crash	Neal Stephenson	Both
inu.30000008738902	618	He, She and It	Marge Piercy	Hand
mdp.39015024771092	618	He, She and It	Marge Piercy	Both
mdp.39015069130543	619	Correspondence	Sue Thomas	Auto
uc1.32106014289976	619	Correspondence	Sue Thomas	Auto
mdp.49015001418822	620	Hearts, Hands and Voices	Ian McDonald	Hand
mdp.39015016953674	628	The City, Not Long After	Pat Murphy	Both
mdp.39015018902018	631	A Child Across the Sky	Jonathan Carroll	Auto
inu.30000103174581	642	Fiasco	Stanislaw Lem	Hand
mdp.39015021855351	642	Fiasco	Stanislaw Lem	Hand
uc1.32106007713453	642	Fiasco	Stanislaw Lem	Hand
mdp.39015011807453	643	Ægypt	John Crowley	Hand
mdp.39015008600119	652	Stars in My Pocket Like Grains of Sand	Samuel R. Delany	Both
mdp.39015060095216	660	The Plot Against America	Philip Roth	Auto
mdp.39015060399618	666	Life	Gwyneth Jones	Both
mdp.39015060067264	667	The Coyote Kings of the Space-Age Bachelor Pad	Minister Faust	Hand
mdp.39015060886069	670	Banner of Souls	Liz Williams	Auto
mdp.39015059120009	673	Forty Signs of Rain	Kim Stanley Robinson	Both
mdp.39015066064497	676	Song of Susannah	Stephen King	Both
pst.000066226369	676	Song of Susannah	Stephen King	Both
uva.x004718779	679	The Light Ages	Ian R. MacLeod	Auto
mdp.39015066055933	680	Wolves of the Calla	Stephen King	Both
mdp.39015056228656	683	Coyote	Allen Steele	Both
mdp.39015066045579	684	Night Watch	Terry Pratchett	Both
mdp.39015053784230	690	Defender	C. J. Cherryh	Both
mdp.39015050245557	693	The Telling	Ursula K. Le Guin	Both
pst.000066047490	693	The Telling	Ursula K. Le Guin	Both
mdp.39015050134280	695	Zeitgeist	Bruce Sterling	Both
mdp.49015002801653	698	The Amber Spyglass	Philip Pullman	Auto
inu.30000066006655	703	Tamsin	Peter S. Beagle	Both
mdp.39015061857689	703	Tamsin	Peter S. Beagle	Both
pst.000062414876	706	Stardust	Neil Gaiman	Auto
mdp.39015047107332	709	Antarctica	Kim Stanley Robinson	Both
mdp.39015041541445	710	Saint Leibowitz and the Wild Horse Woman	Walter M. Miller, Jr. & Terry Bisson	Hand
mdp.39015040061643	713	Wizard and Glass	Stephen King	Both
pst.000059709299	713	Wizard and Glass	Stephen King	Both
uva.x004745510	714	Assassin's Quest	Robin Hobb	Auto
mdp.39015048537602	715	Endymion	Dan Simmons	Both
inu.30000101527004	716	Cetaganda	Lois McMaster Bujold	Both
mdp.39015037843896	718	Blameless in Abaddon	James Morrow	Both
uva.x004745503	719	Royal Assassin	Robin Hobb	Auto
mdp.39015056214490	736	Last Call	Tim Powers	Auto
inu.30000025896469	739	Was	Geoff Ryman	Auto
mdp.39015032531785	739	Was	Geoff Ryman	Auto
mdp.39015062494342	740	Beauty	Sheri S. Tepper	Both
